Title,Date,URL,Content,Category,Sentiment,full_text,model_output,tag,sentiment
Dr Billy backs Counter Terrorism Bill,01/12/2024,https://tvwan.com.pg/news/2427,,,,"Minister for National Defence and Emergency Services Dr. Billy Joesph MP, has commended the Government for the Passing of the Counter Terrorism Bill last Thursday 29th of November 2024.
“The passing of the Counter Terrorism Bill in Parliament is a significant step in ensuring a secured Papua New Guinea, and I commend the Government for their resolve to effectively protect the country against all forms of threat,” Minister Joseph said.
“I am in concurrence with the Minister for Police, Hon. Peter Tsiamalili Jnr, MP that the Bill is a significant step forward in our national security. As noted by Minister Tsiamalili Jnr in Parliament, the Bill enhances our operational effectiveness in countering domestic terrorism by consolidating resources and expertise.
“I want to put to the people of PNG that this Bill, through the establishment of the Counter Terrorism Joint Task Force, will improve coordination, command and control of our Police and Defence Force personnel jointly deployed in extreme security situations because it provides an avenue recognised by law for our command team at Murray Barracks to gel with the Police headquarter.”
He said the Government has been deploying PNGDF personnel to support the Police under the provisions of the Constitution and subsequent Acts of Parliament, however, those Acts did not establish a joint forces command of Police and Defence and the Bill now has put in place such a high-level body that will have senior members of the Police and PNGDF in one place giving command and coordinating operations.
Furthermore, Minister Joseph said the Bill also provides the necessary cover for the members of our disciplined forces who would be tasked to go after heavily armed domestic terrorists.
He said it would give them the confidence to decisively use reasonable lethal force in high-risk, fast-moving situations, knowing the Government and the Justice system have their back.
“Hence, I want to make it clear to the people of Papua New Guinea that as a Government, we are doing our job by putting laws and policies in place to counter the rising lawlessness and domestic terrorism experienced in our country. This Bill is a clear example that the Government is taking action and not just doing ideal talk,” Minister Joseph said.","Politics, Trust",Politics,Trust
Japan's embattled Prime Minister Shigeru Ishiba re-elected by politicians in runoff vote,12/11/2024,https://tvwan.com.pg/news/2202,,,,"Japan's Prime Minister Shigeru Ishiba has been re-elected by Japanese politicians, after his scandal-tarnished coalition lost its parliamentary majority in a lower house election last month.
Mr Ishiba took office six weeks ago and held a snap election on October 27, hoping to shore up his mandate as leader of the conservative Liberal Democratic Party (LDP).
After
a series of scandals,
voters in Japan punished the LDP at the ballot box, with the coalition's worst election loss in more than a decade.
Mr Ishiba's LDP and coalition partner Komeito won the biggest bloc of seats in the election but lost the majority held since 2012, leaving him beholden to small opposition parties to pass his policy agenda.
The 67-year-old will now run a fragile minority government as tensions rise with rivals China and North Korea, domestic pressure mounts to rein in the cost of living, and Japan's ally the United States prepares for a second Donald Trump presidency.
First runoff vote in decades decides leadership
Underlining that fragility, Monday's vote in parliament went to a runoff for the first time in 30 years, with no candidate able to muster majority support in the first round.
Mr Ishiba eventually secured 221 votes, well clear of his nearest challenger, former prime minister Yoshihiko Noda - the head of the main opposition Constitutional Democratic Party - but still short of a majority in the 465-seat lower house.
Yoshihko Noda was unable to defeat Shigeru Ishiba in the leadership contest.  (AP Photo: Eugene Hoshiko)
""In light of the very challenging election, we must transform into a national party that serves the people, that empathises with the peoples' struggles, their misery, and their joy,"" Mr Ishiba said.
His imminent challenge is compiling a supplementary budget for the fiscal year through March, under pressure from voters and opposition parties to raise spending on welfare and take steps to offset rising prices.
For approval he needs the backing of at least one opposition party, which is most likely to be the Democratic Party for the People (DPP) headed by Yuichiro Tamaki.
Mr Tamaki has held co-operation talks with Mr Ishiba, but DPP politicians did not vote for Mr Ishiba to stay on as prime minister. Mr Tamaki is also in a precarious position after admitting on Monday to an
extra-marital affair
revealed in a tabloid magazine.
Mr Ishiba now has to prepare for a slate of international engagements, including a summit of the Group of 20 big economies in Brazil later this month.
Last month Shigeru Ishiba led his coalition to its worst election loss in more than a decade. (AP Photo/Eugene Hoshiko)
He is also trying to arrange a stopover in the US to meet US president-elect Trump. The Japanese leader spoke to Mr Trump for the first time on Thursday in a ""friendly"" five-minute conversation during which he congratulated him on his election victory.
Some Japanese officials fear Trump might again hit Tokyo with protectionist trade measures and revive demands for it to pay more for the cost of stationing US forces there.
These issues were largely smoothed over in Trump's first term, from 2017 to 2021, by the close ties between the president-elect and Japan's then-premier, Shinzo Abe - a bond that Mr Ishiba seems keen to re-establish.
Japan will hold elections next year for the less powerful upper house, where the ruling coalition's slim majority could also be at risk if Mr Ishiba cannot revive public trust roiled by a scandal over unrecorded donations to politicians.
Source: Reuters/AFP","Politics, Fear",Politics,Fear
Marape Congratulates US President-Elect Donald Trump,07/11/2024,https://tvwan.com.pg/news/2138,,,,"Prime Minister James Marape has extended his congratulations to President-elect Donald Trump on his election as the 47th President of the United States of America.
Prime Minister Marape also expressed gratitude to outgoing President Joe Biden for his dedicated service and commended Vice President Kamala Harris for the spirited challenge she posed during this election cycle, highlighting her historic contributions and resilience.
Prime Minister Marape stated, “On behalf of the Government and people of Papua New Guinea, I extend heartfelt congratulations to President-elect Donald Trump on his election as President. We look forward to reinforcing the longstanding partnership between our nations, grounded in shared values and mutual respect.”
Prime Minister Marape also expressed appreciation for President Joe Biden’s leadership. “We thank President Biden for his commitment to fostering cooperation between the United States and Papua New Guinea, which has bolstered our progress in healthcare, security, and sustainable development.”
Reflecting on the impact of Vice President Kamala Harris, Prime Minister Marape acknowledged her important role in the election, noting, “Vice President Harris’s determination and strong leadership posed a commendable challenge in the election. Her efforts not only underscored the significance of democracy but also continued to inspire women, youth, and leaders around the world, including in Papua New Guinea. Her historic position and commitment to key issues in the Pacific, such as climate resilience and women’s empowerment, have left a lasting legacy of strength and progress.”
Prime Minister Marape further remarked on the partnership between the two nations, emphasising how under President Biden’s administration, the United States and Papua New Guinea solidified their collaboration, with achievements such as the signing of the Defense Cooperation Agreement in May 2023, which reinforced their shared goals for regional stability and security.
U.S. support in healthcare and infrastructure has also contributed greatly to Papua New Guinea’s development goals. “As we move into this new chapter, Papua New Guinea is committed to strengthening its relationship with the United States to pursue our shared goals of peace, prosperity, and sustainable growth within the Pacific region and beyond,” Prime Minister Marape concluded.","Politics, Trust",Politics,Trust
Marape Congratulates new Secretary-General of Commonwealth,27/10/2024,https://tvwan.com.pg/news/2002,,,,"Prime Minister James Marape has congratulated Shirley Ayorkor Botchwey, the Minister of Foreign Affairs and Regional Integration of Ghana, on her election as the new Secretary-General of the Commonwealth.
Botchwey was voted in unanimously on Saturday, 26 October 2024 during the final day of CHOGM, and takes over from outgoing secretary-general, Rt. Hon. Patricia Scotland KC.
“Papua New Guinea offers its congratulations to the General-Secretary-elect, Hon. Shirley Ayorkor Botchwey. I gave our commitment to support her when she came to meet me at the last Pacific Islands Forum meeting in Tonga. We looking forward to working with her, and to see her continuing the good work that the outgoing secretary-general has done, especially in the area of climate change which has become existential threat to those of us in the Pacific.
“On the same note, I wish to offer Papua New Guinea’s gratitude to outgoing secretary-general, the Rt. Hon. Patricia Scotland, for her commitment and ser-vice to the Commonwealth of Nations. She has brought relevance once more to the Commonwealth through her efforts and we commend her for all she has done,” said the Prime Minister.","Politics, Trust",Politics,Trust
Marape holds bilateral talks with new Indon President,23/10/2024,https://tvwan.com.pg/news/1945,,,,"The Prime Minister of Papua New Guinea (PNG) recently attended the inauguration of Indonesia's President Prabowo Subianto. The event was attended by numerous world leaders, including heads of state from Malaysia, Singapore, Brunei, Australia, and more, marking a significant moment for both countries. It was a showcase of Indonesia's democratic strength and its commitment to a peaceful leadership transition.
Following the inauguration, the Prime Minister held a bilateral meeting with President Subianto, affirming the continuation and strengthening of bilateral relations. Key areas of cooperation discussed included trade, investment, oil palm production, electricity supply, and educational exchanges.
Both leaders emphasized the importance of working together on mutual goals, especially in areas such as food and energy security, as well as further enhancing economic ties.
During their meeting, the Prime Minister also addressed sensitive issues such as West Papua, urging respect for land, culture, and heritage. He praised President Subianto's commitment to offering amnesty and fostering economic development in West Papua while maintaining PNG's non-intervention stance on Indonesian sovereignty.
The Prime Minister highlighted the importance of PNG’s growing economic relations with Indonesia, noting that Indonesia’s vast market presents significant opportunities for PNG's agricultural and industrial exports. He invited President Subianto to attend PNG’s 50th Independence Anniversary celebrations next year, which the Indonesian leader graciously accepted.
Additionally, the Prime Minister reaffirmed that all official travels are budgeted and crucial for securing PNG’s economic future. He addressed criticisms from the opposition, emphasising that these trips are essential for forging international partnerships and growing the nation’s economy.
The visit underscores PNG's commitment to strengthening ties with its regional neighbours and expanding economic opportunities for its people, as the country continues to prioritise international cooperation and trade.","Politics, Trust",Politics,Trust
PM Marape Congratulates Subianto,20/10/2024,https://tvwan.com.pg/news/1910,,,,"Prime Minister James Marape today extended his warmest congratulations to Prabowo Subianto on his inauguration as the eighth President of Indonesia.
The historic event took place at the Parliamentary Complex in Jakarta, attended by regional and global leaders, including Prime Minister Marape. Pacific leaders from Australia, New Zealand, Solomon Islands, Vanuatu and PNG attended.
The 73-year-old former special forces commander won the February 14 contest with nearly 60 percent of the vote and was inaugurated today.
Prime Minister Marape represented Papua New Guinea at the ceremony, underscoring the deepening ties between the two nations. His presence highlights the importance of Papua New Guinea’s partnership with Indonesia, particularly as both countries seek to expand cooperation beyond traditional areas of focus.
In congratulating President Subianto, Prime Minister Marape said: “On behalf of the Government and people of Papua New Guinea, I extend my heartfelt congratulations to H.E. Prabowo Subianto on his inauguration as the eighth President of Indonesia. This momentous occasion marks the beginning of a new chapter not only for Indonesia but also for the enduring relationship between our two nations.”
He emphasised the strong and growing bond between Papua New Guinea and Indonesia, stating: “Indonesia is a vital partner in the Pacific, and our countries are bound by shared borders, interconnected histories, and mutual economic interests. As close neighbors and natural allies, Papua New Guinea remains committed to further strengthening our partnership with Indonesia across various sectors.
“President Subianto’s leadership comes at a time of growing diplomatic and economic cooperation between our countries. From the discussions we held in Port Moresby in August to this significant day, I look forward to enhancing our collaboration in areas such as economic development, defense, education, and trade. Our shared vision for regional prosperity and stability will guide us in deepening this important relationship.”
Indonesia’s impressive economic growth in recent years has become a model for the Pacific region. Prime Minister Marape acknowledged this, adding: “Indonesia’s remarkable economic growth has been an inspiration, offering valuable lessons for Papua New Guinea as we look to our future. I am confident that under President Subianto’s leadership, our countries will continue to work closely to achieve our mutual goals, ensuring greater prosperity for our peoples.”
Prime Minister Marape concluded by expressing his optimism for the future of PNG-Indonesia relations: “I look forward to working with him to further the interests of our nations and the broader Pacific region.”","Politics, Trust",Politics,Trust
Mokono is Ambassador to Israel,08/10/2024,https://tvwan.com.pg/news/1735,,,,"Former managing director for National Housing Corporation, Henry Mokono is the first-ever diplomatic envoy PNG has appointed to the State of Israel.
He is also the only Ambassador from the Pacific Islands region apart from Australia to be appointed to Israel.
Ambassador Mokono presented his Letter of Credence to the President of Israel, Isaac Herzog at his residence in Jerusalem on the 1st of October, 2024.
The Presentation of Credentials comes one year later, after the official opening of PNG's Embassy last year by Prime Minister James Marape and witnessed by both delegations including Prime Minister Benjamin Netanyahu.
President Herzog welcomed Ambassador Mokono and conveyed his welcome and also appreciation to PNG for its continued support and commitment to Israel given the challenging time Israel is going through with the ongoing year-long war with Hamas, Hezbollah and the other Jihadis terror groups that Israel has been fighting on multi fronts.
He reassured President Herzog of the government and Papua New Guinea's support to the people and State of Israel.
In addition, he mentioned the PNG government's proposal on various areas of cooperation both countries can look at in growing the bilateral relations to bring mutual opportunities and benefits to both governments and people.
Ambassador Mokono conveyed his keenness and desire to see that his tour of duty in the State of Israel be one that would see the elevation of the bilateral relations to an even higher level.
President Herzog assured Ambassador Mokono of his support as well as that of the government of Israel in ensuring the success of Ambassador Mokono's tour of duty in Israel given that he is the first-ever diplomatic envoy from PNG and the Pacific Islands.","Politics, Trust",Politics,Trust
Opposition to file new VONC notice in November,27/09/2024,https://tvwan.com.pg/news/1609,,,,"The Vote of No Confidence against Prime Minister James Marape is far from over with the opposition planning to submit another notice in the November sitting.
Member of opposition and former Prime Minister, Peter O’Neill revealed this in an exclusive interview with TVWan Online on Thursday. He said this will be their last attempt to again test the grounds on which the current PM stands, given the current economic climate of the country.
Section 145 of the Constitution clearly indicates when a Vote of No Confidence should be taken against a sitting Prime Minister. It states that a VONC should be done within the first four years of the reign of the current government. Hence, the VONC is still open for members of opposition as long as it is within the time frame set by the constitution.
Having just lost their first attempt to remove the member for Tari Pori James Marape as Prime Minister early this month, the opposition has not lost hope.
“We will definitely be putting one up in November, but that will be the final one because we are not gonna create instability for the country, we want people to make the real choice. Do they want Marape still in there, continuously doing these corrupt deals and stealing and carrying on for the next two to three years? I hope you will celebrate 50 years like that in 2025,” O’Neill said.
O’Neill says the opposition believes that the numbers Marape now has need to be tested again, comparing the numbers Marape had just after the elections, and the ones he had in the recent VONC.
“Now when we have a situation like that, he was elected by the same members of parliament who voted for him as Prime Minister after the elections. Last vote count, he only had 75 – that’s a big difference. That means one-third of your parliament has no faith in you. So obviously, there are more disgruntled members who are unhappy rightfully so.”
When asked who their PM nominee would be, O’Neill said that was something for the opposition caucus to decide.
“That’s the prerogative of the caucus. Caucus is made out of the number of the number of members who are in opposition and those who are wanting a change so that will be determined at the right time.”
Parliament resumes Tuesday, November 26, 2024 at 2pm.","Politics, Anticipation",Politics,Anticipation
Marape thanks Coalition Partners,12/09/2024,https://tvwan.com.pg/news/1409,,,,"Prime Minister James Marape has expressed gratitude to all Coalition Partners for their unwavering support ahead of today’s Vote of No Confidence (VONC) in the National Parliament.
On the eve of the highly anticipated vote, Prime Minister Marape publicly acknowledged the crucial backing of several key political leaders and their parties. He extended his thanks to the United Resources Party (URP) and its leader William Duma, the Social Democratic Party (SDP) and its Leader Powes Parkop, People’s First Party (PFP) and its Leader Richard Maru, People’s Party (PP) and its Leader Sir Peter Ipatas, the National Alliance and its leader Walter Schnaubelt, PNG Party and its leader Belden Namah, People’s Movement for Change and its leader Garry Juffa, Melanesian Liberal Party and its leader Dr Allan Marat, and Melanesian Alliance Party and its leader Joseph Yopyyopy.
The Prime Minister highlighted the strength of the coalition government, which consists of his ruling PANGU Pati’s 48 members of parliament (MPs) and an additional 29 MPs from the Coalition Partners.
This unity gives the government a total of 77 MPs as they prepare for today’s VONC, providing a solid base of support that Prime Minister Marape says will see them through this period of political uncertainty.
“I thank all these coalition partners for their continuous support since this VONC drama started earlier this year,” Marape stated, reflecting on the ongoing challenges posed by the political maneuvering surrounding the vote.
“Their loyalty and dedication to our government and our shared vision for the country have been unwavering.
“This week, unlike in many political situations before, we did not confine or pressure our leaders. I have great respect for their freedom, allowing them to come and go without duress, intimidation, or influence—acting entirely of their own free will and choice.
“Last week, as soon as the VONC was lodged, I informed them that they were free to make their own decisions. To date, we have not lost a single MP to the Opposition, which demonstrates that the trust I placed in them has been fully reciprocated.
“I am pleased to see that politics in Papua New Guinea is maturing.”","Politics, Trust",Politics,Trust
Karamui Nomane MP re-joins Government,11/09/2024,https://tvwan.com.pg/news/1400,,,,"With less than 24 hours left before the Vote of No Confidence takes place tomorrow, movement of Members from the Opposition and Government camps are unpredicatable.
Today, one member of the opposition camp switched to the government camp at Hilton Hotel.
The latest inclusion to the Government side is Member for Karamui Salt Nomane, Francis Alua.
Mr Alua was first elected to the 11th National Parliament in the 2022 National General Election for the Karimui-Nomane open seat as a PNG Green party candidate.
He was appointed a member of Public Account, Special Parliamentary Committee on Airport Operations and Airline Industries and Appointed Deputy Chairman for Ease of Doing Business in PNG on the 10/10/2023.
He was one of the MPs that moved with former Minister for Finance, Rainbo Paita from Government to the Opposition earlier during the first attempt of the Vote of No Confidence.
Horse-trading is expected to intensify in the remaining hours, leading up to the VONC on the floor of parliament tomorrow.","Politics, Anticipation",Politics,Anticipation
People’s Party reaffirms support to Marape-Rosso Government,11/09/2024,https://tvwan.com.pg/news/1392,,,,"The People’s Party has officially reaffirmed its commitment to remain in the Pangu Pati led coalition government and will vote against the vote of no confidence on Prime Minister James Marape this Thursday (tomorrow).
Members of the parliamentary wing, led by the founder of People’s Party, Chief Sir Peter Ipatas, announced this in a media conference at Hilton Hotel yesterday afternoon.
The parliamentary wing Members include Deputy Leader and Member for Talasea, Freddie Reu Kumai, Member for Jimi, Wake Goi and Enga Governor Sir Peter Ipatas.
Ipatas said the leaders respected the decision of the People’s Party Leader, Dr Lino Tom, to resign from the Marape-Rosso led cabinet as Minister for Health.
“Dr. Lino is the parliamentary leader of People’s Party and a leader with credibility and we respect his decisions to resign as Minister for Health,” Sir Ipatas said.
“However, the three of us have resolved this morning to remain in government to provide political stability and continuity as a political party,” said the Governor.
“We continue to throw our support behind Prime Minister James Marape but with conditions for government to focus on addressing some of the pressing issues faced by the country and its people.
“The issues of escalating law and order problems, corruption, lack of basic social services of health and education, decline in the economy, increase in prices of goods and services, uncontrolled public spending and inefficiencies and weakness in the public administration are issues of our concern.
“We have raised those time and again and earlier in the week the same concerns were raised with PM Marape and Deputy Prime Minister John Rosso to seriously look into addressing them.”
“These are issues that we cannot deny as a party, however, those can be addressed when there is political stability in government rather a continued political play in Waigani, which also contributes to some of the issues,” Sir Ipatas stressed.
“The People’s Party was an integral part of the Prime Minister, James Marape’s Pangu Pati coalition government at the initial stages in 2019 and will continue to maintain the support.
“We as a party believe in political stability and continuity in government, therefore, we remain committed to support the government that we are an initial partner.
“Like, others we too disagree with some of the decisions and actions of the government, and we have raised to the prime minister in our earlier conversations,” Ipatas said.
“We would like to inform the People’s Party Convention, that include, our party executives, provincial coordination, sponsors, financial members, supporters and the people that we will remain and support this government.
“We will continue to raise our concerns as a party and for the people that we represent and the country as a whole. We have to it within government.”
“We would like to rest assure our party people that the decision we are taking as a party is to show that we are serious about the concerns and we believe there would be changes to address the issues faced today,” Ipatas added.","Politics, Trust",Politics,Trust
Lae waste disposal delayed,05/09/2024,https://tvwan.com.pg/news/1309,,,,"Rubbish collection in Lae city, Morobe Province, has been delayed.
The Lae Chamber of Commerce and Industry explained that there are two reasons why waste collection has paused.
The first reason is the change in route and collection schedule for the contracted garbage collectors.
“This was changed, which caused a misunderstanding with the contractors,” clarified LCCI president, John Byrne.
“This is being addressed and will resolve soon.
“Secondly, the Second Seven Dump access has been blocked by roadworks, which is causing a back up of waste collection. An alternate route has been established but notice not fully provided yet.”
LCCI further cautioned against the unauthorised disposal of wastes on customary land belonging to the people of Butibam.
“An unauthorised dump is being facilitated at Hengali, Butibam, and several unidentified contractors are disposing waste in this area on a local landowners’ property,” said Byrne.
“This creates a major health concern as the risk of contaminating the water sources, including bore water holes used for cooking, drinking and washing.
“Three business houses have been identified for allegedly disposing waste and refuse in this location and LCA Department of Health officials will visit their operation to assess the accuracy of this claim and if proven, take necessary action.
“The landowner will also have had notice served instructing immediate closure of the illegal dumpsite.
“Please do not dump rubbish other than through the authorised collection and disposal methods.
“LCCI is in communication with LCA to have the collection service restored and the Second Seven Dump accessible as soon as possible.”","Local, Disgust",Local,Disgust
Marape welcomes Paita's appointment as alternate PM,04/09/2024,https://tvwan.com.pg/news/1304,,,,"Prime Minister James Marape has welcomed Finschhafen MP Rainbo Paita as the Opposition’s nominee for the role of Prime Minister in the upcoming vote-of-no-confidence (VONC) scheduled for Thursday, September 12, 2024.
He made this statement today after Speaker Job Pomat and Clerk Kala Aufa confirmed that the fifth VONC motion, submitted by the Opposition, met all necessary requirements. It was confirmed by the Private Business Committee (PBC) with MP Paita nominated as the challenger.
“I offer my congratulations (to) Paita becoming the Opposition’s nominee and appreciate the Opposition for getting the forms filled correctly as required by Section 145 of our Constitution and Section 130 of the Standing Orders,” Prime Minister Marape said.
“Tomorrow morning, the name will be placed on parliament notice and by operation of law, parliament will adjourn to next Thursday when the motion is voted upon.
""Prime minister-ship is not my birthright; it belongs to our people. In a parliament of equals, MPs will decide who is best to serve in that office. I am here by operation of Section 63, invitation of the Organic Law On Integrity of Political Parties and Candidates (OLIPPAC), to form government because PANGU Pati, under my watch, returned 39 MPs after the 2022 National General Election. However, the Constitution allows for VONC after 18 months, and since February this year, our nation has been impeded by those who want to lead or form government. It’s good that we now address the VONC so the country, investors, and development partners can have clarity on national leadership.""
“I have had the privilege of serving as the chief servant of PNG for five years now. It has never been an easy task, but I don’t blame anyone. I take full responsibility as the person at the top of the chain of command. If I remain Prime Minister next Thursday, we will continue the restorations and reconstructions we have pursued since May 30, 2019.
“This constitutional process will allow MPs to decide whether Paita can address the challenges our large country faces now and into the future more effectively than I can.""
“I ask the people of all backgrounds in our country to remain united as leaders consider who will best guide us into our 50th anniversary next year and beyond. Politics is temporary, but our aim must always be a better country. I once again commend Paita; he is talented, and I pray that God’s will for our country prevails.”
“To all my supporters, family, and PANGU followers: let us not take personal offense. Leaders are bound by the dictates of our country’s Constitution and God-given freedom of choice to decide for themselves. So I ask you all to respect Paita and the Opposition. A strong opposition is good for our democracy.”","Politics, Anticipation",Politics,Anticipation
Opposition launches Alternative Policies,02/09/2024,https://tvwan.com.pg/news/1274,,,,"The Opposition yesterday launched their  Strategic Policy Action Plan, detailing what the Alternate Government will deliver to Papua New Guinea as a truly effective government.
The alternate Plan is the result of an exhaustive review that outlines what the Alternate Government will implement as an effective government.
MP for Abau, Sir Puka Temu said the alternate policies are not a mere declaration but a solemn commitment, and they are fully prepared to see it through.
“We will reveal the full details in the coming weeks, but the following is a snapshot of the key policies we intend to share with our people.”
The first main policy is restoring Fiscal Discipline. The Opposition claimed that the current Government has utterly failed in fiscal discipline.
“This is evident in the unmanageable budget deficits, reckless spending on projects with zero economic returns, inflated contracts, and the continued unlawful transfer of funds without regard for budgetary appropriation and lawful processes.
“The Alternate Government will immediately restore fiscal discipline through the following decisive policy actions:
a)	Cut spending to reduce the budget deficit;
b)	Eradicate waste and prevent cost overruns;
c)	Stop unlawful transfers and abuse of appropriations;
d)	Review all contracts and office leases to curb inflated processes;
e)	Halt projects that offer no economic returns or socio-economic justification; and
f)	Eliminate functional duplications and overlaps in the public service.
Reducing the Alarming Public Debt Situation is the second main alterbate policy.
The total public debt has ballooned to an estimated K100 billion from K29 billion in 2019. This includes contingencies, arrears, SOE debts, and State Guarantees.
Sir Puka said the Marape Government has recklessly borrowed close to K71 billion through domestic and external sources in just 3.5 years, amounting to a staggering K20.3 billion per year.
“This was done by deliberately amending the Fiscal Responsibility Act, raising the debt-to GDP limit from 35% to 60%. The Government deceived the people, claiming this amendment was necessary to repair the budget.
“But let us be clear: the Government engaged in a massive borrowing spree, followed by a reckless spending spree, without any consideration for the devastating consequences on our economy and our people. Now, the debt-to-GDP stands at a staggering 58%.”
He said the reality is that PNG now faces a grave debt crisis.
“If we do not urgently curb this out-of-control borrowing, PNG is at serious risk of defaulting on its debt repayments, which would be an economic  catastrophe for our country. We need only look at other countries for examples of the devastation this can cause.
“We should be more than concerned—we should be alarmed.
“In real terms, there has been no economic growth. The average real GDP growth over the last 4 years is a dismal 0.5%. No economic growth means no increase in tax revenues. So, how is this massive debt going to be repaid?
“Common sense dictates that a K71 billion loan should have resulted in substantial growth, including job and income creation. Yet, this has not happened. There is no growth at all.
“So, the pressing question is, where did James Marape and his Government squander these billions of kina? Where have they invested these funds?
“Our people deserve to know how the K71 billion was spent.”
Sir Puka said the Alternate Government is committed to uncovering the truth.
He said that is why they will take drastic policy actions from their first day in office, including:
a)	Reducing our debt-to-GDP ratio to 35% by 2029 by amending the Fiscal Responsibility
Act;
b)	Halting the reckless printing of money (quantitative easing);
c)	Banning all further borrowings by SOEs;
d)	Ceasing off-budget borrowings;
e)	Ending State guarantees to SOEs and contractors;
f)	Lowering the Kina Facility Rate (KFR); and
g)	Slashing government spending and the national deficit.
Addressing the Foreign Currency Shortage in the country is the other alternative policy addressed by the Opposition.
The leaders said the foreign currency shortage is severely crippling our country.
“As a small, import dependent economy, we rely heavily on imports for business, fuel, construction materials, pharmaceuticals, school supplies, household goods, and food. This shortage is fueling inflation, and the cost of nearly everything has surged by 30% to 100%.
“The foreign currency shortage is a direct result of the Marape Government’s failure to attract Foreign Direct Investment, the needless and prolonged closure of the Porgera Gold Mine, the non-drawdown of foreign aid, the continued decline in exports due to the lack of effective policy interventions, indecisiveness regarding the Papua LNG, Wafi-Golpu Gold Mine, and Pasca Gas projects, and a lack of control over the influx of non-essential, unregulated, and cheap imports.”
The Alternate Government has recognized this critical problem and will immediately implement the following policy measures:
a)	Mobilize foreign earnings from our key exporters and State-Owned Enterprises (SOEs);
b)	Permit foreign currency accounts to be operated by key exporters and SOEs;
c)	Restructure import content to prioritize essentials over non-essentials;
d)	Overhaul and reform foreign exchange regulation;
e)	Review and strengthen the current foreign exchange regime and policy;
f)	Develop a robust Foreign Exchange Risk Management Strategy;
g)	Ensure the delivery of critical economic projects, including Papua LNG, Wafi-Golpu Gold, P’nyang LNG, and Pasca Oil, within 12 months; and
h)	Attract Foreign Direct Investment (FDI) through targeted tax incentives and the reduction of unnecessary regulation and red tape.
More to come.....","Politics, Anger",Politics,Anger
People’s Party to release a statement on Dr Lino’s announcement,02/09/2024,https://tvwan.com.pg/news/1269,,,,"People's Party will release a statement as a party later in the day, including the announcement of the resignation of the Parliamentary Leader Dr Lino Tom, and Minister for Health.
According to the Party executive, it is confirmed that Dr Lino is currently attending a medical symposium in Mount Hagen, Western Highlands.
He is returning this afternoon and the party will make an announcement.
“Social media warriors should not jump the gun as the VONC is looming, People's Party is a party with standing and credibility.
“The party continues to remain as a party as of now. We respect our leader,” says the party executive.
Meantime, temporarily reinstated Member for Madang, Bryan Kramer announced his resignation from the coalition Government last night.
“I am announcing my resignation as a member of the Marape-Rosso Coalition government. I extend my thanks to Prime Minister James Marape and Deputy Prime Minister John Rosso for the opportunity to serve and contribute to our nation under their leadership.
“This decision was not made lightly. My initial support for James Marape in 2019 was based solely on his being a man of strong Christian faith.
“However, upon careful reflection and in light of the current state of affairs in our country, I have made the decision to resign with a heavy heart but a clear conscience.
“Having returned to the office after two years, I have witnessed first-hand the pressing challenges our nation faces.”
However, Prime Minister James Marape has expressed his gratitude to Kramer for his dedicated service to the country as a government minister, following Kramer’s announcement of his resignation from the government.
“Bryan Kramer spoke to me earlier today, indicating his intentions as a gentleman and a leader. Let us respect his independence and decision. We thank him for his contributions to our country under my watch,” Prime Minister Marape stated.","Politics, Surprise",Politics,Surprise
LLG presidents oppose MP’s decision,30/08/2024,https://tvwan.com.pg/news/1248,,,,"The decision by Morobe’s Member for Bulolo, Sam Basil Jnr, to reclaim machinery and vehicles acquired from 2007 to 2022, has been met with staunch resistance.
Local Level Government presidents of Watut, Mumeng and Buang claim the MP does not have the right to retrieve all Bulolo District Development Authority vehicles.
In a press statement dated August 7th, Basil Jnr outlined that the Bulolo District Development Authority is undertaking an asset and stock verification of assets procured under the leadership of his late father, and former Bulolo MP Sam Basil.
The first term MP further said: “I have provided a list of state assets and names of persons in possession, or who will know its whereabouts, to the PPC – Morobe and the Northen Mobile Group to assist the district to interview the persons holding onto the equipment and vehicles to return it.
“The Bulolo DDA will distribute to Wau-Waria DDA what is available and to write off those that are genuine.
“Any person who thinks that he is entitled to the state assets must show genuine transfer
documents or official correspondence giving entitlement.”
In response to the MP’s directive, Watut LLG President, Waka Daimon, who had served under the late Basil Snr, said the transfer of ownership was made prior to the young MP’s term.
“Machineries were purchased and given to each LLG, vehicles were bought and given to presidents and at the same time, the late Basil Snr bought vehicles and gave to the people of Bulolo district, such as cooperatives, support vehicles and police vehicles too. All of these were under the late Sam Basil.”
Daimon said over 150 vehicles were bought during the tenure of the late former MP, using funds from the different government ministries that he was in charge of, including the Bulolo DDA, National Planning & Monitoring and Commerce and Industry.
Daimon said after three years, the ownership of the vehicles was transferred to Bulolo’s senior public servants and supporters of the late MP.
“We have the documents to prove our ownership while the machineries are under the names of the local level government councillors,” he stated.
“The decision was already made regarding the ownership and he (Jnr) went ahead and revoked all of it.”
Mumeng LLG president, Kekeng Amos, further outlined that the LLG presidents have been sidelined from the DDA board. This is in breach of the District Development Authority Act 2014, which states that a DDA board shall consist of the MP, who shall be the Chairperson of the Board; and the heads of LLGs in the district; and not more than three other members appointed by the MP, representing the open electorate.
The LLG presidents are calling on the Ombudsman Commission to look into the operations of Bulolo District.","Politics, Anger",Politics,Anger
