Title,Date,URL,Source,Category,Sentiment,People,Content
Lae school closes indefinitely,5/08/2025,https://tvwan.com.pg/news/5535,,Education,Sadness,Nill,"Markham Road Primary School has been closed indefinitely following the ethnic clash and killing at Kapiak St, in Lae, on Monday, August 4th.
Morobe’s provincial program adviser for education, Keith Tangui, expressed frustration that an incident that could have been settled in an amicable manner has spiralled out of control, directly affecting nearly 2,000 students.
“We have Markham Road as a junior high school and I do not wish to see that school face a problem like that,” he stated. “It’s an urban school.
“We cannot allow these barbaric activities to continue. We must put a stop.”
Tangui said classes will resume once the matter has been resolved and it is deemed safe for students to return, as Markham Road Primary is only a few metres from Kapiak St.
Lae police have reported that the incident stemmed from an altercation between groups from Morobe and Enga. Failure to amicably reach a resolution led to the killing of three men and a primary school student.
While police have apprehended a suspect, Tangui stressed on the need for leadership at the community level, which could have prevented the situation from escalating.
“A student has died and I should have been the first to know,” he continued. “Nobody has reported that.”"
Lae school closes indefinitely,5/08/2025,https://tvwan.com.pg/news/5534,,Education,Sadness,Nill,"Markham Road Primary School has been closed indefinitely following the ethnic clash and killing at Kapiak St, in Lae, on Monday, August 4th.
Morobe’s provincial program adviser for education, Keith Tangui, expressed frustration that an incident that could have been settled in an amicable manner has spiralled out of control, directly affecting nearly 2,000 students.
“We have Markham Road as a junior high school and I do not wish to see that school face a problem like that,” he stated. “It’s an urban school.
“We cannot allow these barbaric activities to continue. We must put a stop.”
Tangui said classes will resume once the matter has been resolved and it is deemed safe for students to return, as Markham Road Primary is only a few metres from Kapiak St.
Lae police have reported that the incident stemmed from an altercation between groups from Morobe and Enga. Failure to amicably reach a resolution led to the killing of three men and a primary school student.
While police have apprehended a suspect, Tangui stressed on the need for leadership at the community level, which could have prevented the situation from escalating.
“A student has died and I should have been the first to know,” he continued. “Nobody has reported that.”"
Alcohol Industry Urged Support Responsible Drinking,5/08/2025,https://tvwan.com.pg/news/5530,,Health,Sadness,Nill,"The alcohol industry, comprising manufacturers, distributors, and licensed vendors have been urged to support responsible drinking campaign, as this can help reduce the influx of alcohol-related deaths in the city.
Minister for Police, Peter Tsiamalili Jnr made this call following the death of up to 10 people in different parts of the country.
“Over the past weekend alone, between the 46th, 45th, and 44th days to Independence, 10 people tragically lost their lives in alcohol-related incidents, mostly from vehicle accidents.”
This sharp rise in avoidable deaths has triggered immediate response from the Royal Papua New Guinea Constabulary (RPNGC).
“To ensure public safety during the lead-up to Independence Day, the Government has authorised the activation of more than 700 police reserve personnel to reinforce law and order across Port Moresby, alongside intensified deployments of regular officers.”
“We cannot stand by as our roads become killing grounds. Our celebrations must not be marred by senseless loss of life. Ten lives lost in just three days is unacceptable,” Tsiamalili said.
Tsiamalili who is also the Acting Minister for Information Communications and Technology further called on alcohol manufacturers, distributors, and licensed vendors to be part of the solution in reducing violence and deaths.
“As Acting Communications Minister, I am directing greater engagement between the department with business and media outlets to work together to deal with this pressing issue.”
“It is wrong for businesses to profit from alcohol sales while turning a blind eye to the destruction their products cause.
“Those involved in the liquor business must step up and join us in promoting responsible drinking. Some of these businesses are already active in supporting awareness campaigns, and this is appreciated, but others have to step up.”
“We expect the alcohol industry to fund and support campaigns, display responsible drinking warnings on products and advertisements, and engage in real community awareness.”
He said the 50th Independence Anniversary should be a time of pride, unity, and reflection—not mourning and funerals.
“Let us celebrate Independence with dignity and responsibility. Let these next 44 days set a national example of unity, not tragedy.”"
PM JAMES MARAPE REAFFIRMS UNITY AND REGIONAL EMPOWERMENT AT SIGNING OF 2025 PORT MORESBY PAPUA ACCO...,5/08/2025,https://tvwan.com.pg/news/5533,,Politics,Trust,"James Marape, Mekere Morauta, Rufina Peter","Prime Minister Hon. James Marape has reaffirmed his Government's
unwavering commitment to National Unity, Regional Empowerment, and Inclusive Development during the  historic Signing of the 2025 Port Moresby Papua Accord, held today at the State Function Room, Parliament House.
The Signing, which marks a significant milestone following the outcomes of the Papua Governors’ Dialogue, brought together key national and regional leaders from the Southern or Papuan Region of the country, ahead of Papua New Guinea’s 50th Independence anniversary celebrations next month.
In his address, Prime Minister Marape acknowledged the contributions of Papuan leaders, past and present, and emphasized that the strength of PNG lies in its diversity and unity.
“Fifty years on, our nation calls for greater unity than division,” PM Marape declared. “Diversity builds and not destroys. Diversity harnesses talents and mobilizes resources and human ingenuity for our country to prosper.”
He thanked Chairlady of the Parliamentary Governors' Council, and Central Governor Hon. Rufina Peter, and all Governors from the Papuan Region for their leadership and partnership in regional dialogue. “To all Parliament Governors, to all Members of Parliament from the Papuan region of our country, I thank you for
embracing this conversation of progress and unity,” he said.
Referencing the United States as an example of a nation built on diversity, the Prime Minister noted, “The greatest democracy and economy today was built not by language or tribe, but on the principle of human equality embedded in Christian values.”PM Marape acknowledged the foundational roles played by Papua in PNG’s journey to independence:
“Right from day one, the Papuan side has contributed to the country as much as the New Guinea side. If you count the divide of Papuan territory and New Guinea territory, Papua has had four Prime Ministers — Bill Skate, Mekere Morauta, Peter O’Neill and myself.”
He urged the country to look beyond artificial divides and recognize the deep ancestral and trade connections among the regions:
“We were a people before there was a Papua. We were a people before there was a New Guinea. Let us step away from the notion of a Papua–New Guinea divide.”
Marape also used the occasion to call for full utilization of existing legal powers by Provincial Governments under the Organic Law on Provincial Governments and Local-level Governments. “Since 1995, when has one Provincial Government utilized its powers? If it hasn't happened, where is the problem? Pangu Party borne Provincial Governments after Independence to unite the country, not divide our country.”
He committed his Government to further decentralization and empowerment of Provinces, referencing Sections 42 and 44 of the Organic Law which grant wide-ranging powers to Governors and LLGs in education, health, land, tourism, agriculture, and resource management. On development, PM Marape announced that over K1 billion worth of infrastructure and connectivity projects are being rolled out across the Southern region, including road links from Port Moresby to Alotau,
Kikori and Kerema, to unlock tourism, agriculture, and trade.
He also highlighted new Export opportunities: “For the first time, Total is doing deep sea exploration at Mailu (Abau district). China has approved our coffee and seafood exports. Abau district in Central Province is now sending crabs directly to Singapore.”
Closing his remarks with a call to action, the Prime Minister challenged public servants and leaders alike:
“Let us not be talkers — let us be workers. The power lies in our hands. If we unlock these structural impediments together, we can grow the economy and better serve our people.”
Prime Minister Marape concluded with a heartfelt appreciation to the Papuan people:
“Thank you, thank you, thank you. You have played your fair share and carried us. Let us continue to work together in unity. God bless.”"
KPHL receives developer license for industrial park,5/08/2025,https://tvwan.com.pg/news/5526,,Business,Trust,Nill,"The Special Economic Zones Authority (SEZA) Board has approved the issuance of a 12-month Provisional Developer Licence to Kumul Petroleum Holdings Limited (KPHL) for the development of the Central Province Industrial Park (CPIP) at Caution Bay.
This comes following recommendations from the SEZA Licensing Committee. The SEZA Board Chairman, Dr. Lawrence Sause, and the KPHL Managing Director, Wapu Sonk, announced in a joint press conference held in Port Moresby on Monday, August 4.
The CPIP project is a cornerstone of the government's economic diversification agenda and is expected to stimulate job creation, industrial processing, and regional development in Central Province.
The project will involve joinery and fabrication, as well as upgrading skill set and developing the competency of PNG in steelworks fabrication and joinery.
The Board, in the interest of financial prudence and legal compliance, resolved that the tax or non-tax incentives under the SEZ incentive framework are deferred pending the provision and assessment of the following by the SEZA Board.
The Board emphasized that incentives will not apply retrospectively. Only costs and activities undertaken after full compliance will be eligible for exemption or relief.
According to Dr Sause, the investment value of this project is K1.85 million.
This is a significant investment by one of PNG’s own companies, KPHL. This initiative, through this investment, demonstrates that KPHL genuinely believes in this country.
""We welcome this milestone for the Central Province Industrial Park and commend KPHL for taking the lead. At the same time, the Board has a legal duty to ensure transparency and fiscal discipline. We will only grant incentives when minimum financial disclosures and compliance standards are satisfied. This is how we build investor confidence and public trust,” he said.
Dr Sause said KPHL will be notified of the licence terms and has a 12-month window to comply. The Licensing Committee will reassess the application once all conditions are met, which may lead to conversion to a Full Developer Licence or activation of incentives under the current Provisional Licence. This approach supports investor engagement while maintaining the integrity of the SEZ program.
Mr Sonk said the first phase of the project will involve the establishment of the training and fabrication facility to train Papua New Guineans with the skills needed for the mining and oil and gas sector.
“The training and fabrication facility will be used to invest in PNG’s younger generation to build the skill base needed to fabricate things from not only PNG but overseas as well. It is not only a specialized project for resource projects such as oil, gas, and mining but also for general constructions and industry, such as building ships, boats, and many different things,” he said.
Sonk said other facilities that will be built include a police post, a clinic, and other government facilities that will benefit both the government and the community as well. However, KPHL will now work with the SEZA board to obtain the 15-year license for these developments."
GG welcomes New Zealand PM,5/08/2025,https://tvwan.com.pg/news/5525,,Politics,Trust,Bob Dadae,"As part of his three-day visit to Papua New Guinea, Prime Minister of New Zealand Christopher Luxon paid a courtesy visit to PNG’s Governor General, Grand Chief Sir Bob Dadae, this morning at the Government House.
In his welcome remarks, Grand Chief Sir Bob acknowledged the close and historical relations both PNG and New Zealand share, and in particular, New Zealand’s direct funding assistance and volunteer service in rural communities in PNG.
Prime Minister Luxon stated that New Zealand is proud of its close relations with PNG that reach back to the arrival of the Maori missionaries in the 1800s, the participation of New Zealand soldiers in WWII in parts of PNG and New Zealand’s participation as one of eight countries invited to celebrate PNG’s Independence Day in 1975.
Prime Minister Luxon said New Zealand is pleased to provide development and trade assistance, as well as defence and security support to PNG, which it has been doing for many years.
The meeting concluded with the exchange of gifts between Sir Bob and PM Luxon."
Court dismisses review application on Dei by-election decision,5/08/2025,https://tvwan.com.pg/news/5521,,Law,Neutral,Steven Pim,"The Supreme Court on Thursday, July 31, dismissed the objection to the competency application filed by Westly Nukundj, which sought to review the National Court's decision ordering a by-election for the Dei Open electorate in 2024.
The application filed on February 11, 2025, challenged the election of the first respondent, late Steven Pim, who was elected as MP in the 2022 general election.
The applicant in these proceedings is Nukundj. The first respondent is late Pim, and the second respondent is the PNG Electoral Commission.
It was before the court that a trial was conducted. The trial judge, on July 22, 2023, reserved the decision. In September that same year, the first respondent died. The trial judge recalled the parties and received submissions on whether the National Court had jurisdiction to proceed to a decision on the petition. Finding that the National Court had jurisdiction, on February 23 2024, the trial judge delivered judgment and declared a by-election.
However, the applicant filed an objection to the competency application to review that decision because the National Court erred in part of the order. Nukundj claims that the court ought to have ordered a recount.
The applicant argues that the trial judge, after finding a serious error in the conduct of the election by the returning officer, unlawfully decided not to count the contents of two ballot boxes, and, finding that this error materially affected the result of the election, erred in not ordering a recount.
The second respondent, the Electoral Commission, submitted that the National Court has no jurisdiction due to the combined effects of section 104 (2) (g) and 106 of the Constitution. Section 104 (2) (g), states that the seat of a member of Parliament becomes vacant on his death. Section 106 states, if the office of an elected member of Parliament becomes vacant otherwise than by virtue of section 104 (2) (b) (normal term of office), an election shall be held to fill the vacancy unless the vacancy occurs;
(a) Within the period of 12 months before the fifth anniversary of the date fixed for the return of writs for the previous general election or,
(b) After the writ has been issued for an election under section 105 (1) (general elections) and before the day fixed for the return of that writ, writs for a general election are issued, the first-mentioned writ shall be deemed to have been revoked.
However, the Supreme Court, consisting of Chief Justice Sir Gibbs Salika, Justice David Cannings, Justice Collin Makail, and Justice Joseph Yagi, dismissed Nukundj’s review application because the Dei Open seat became vacant when the first respondent died on September 22, 2023. They stated that a by-election becomes necessary as a matter of law and that there are no exceptions to these constitutional requirements."
Usino-Bundi counting deferred indefinitely,5/08/2025,https://tvwan.com.pg/news/5529,,Politics,Frustration,Nill,"Counting for the Usino Bundi by-election has been deferred indefinitely due to a delay in payment to polling officials.
Polling officers have requested the Electoral Commission and the Returning Officer Terence Baiyo to facilitate their outstanding payments before counting can proceed.
Mr. Baiyo is now coordinating with the Provincial Election Steering Committee to have payments processed at the earliest so counting can commence tomorrow.
""It takes time for these processes to be completed and the team is working tirelessly to ensure this is done to get the count going as scheduled,"" said Baiyo."
Kapli seeks more time to make submission,5/08/2025,https://tvwan.com.pg/news/5539,,Crime,Anger,Nill,"Former soldier Mileng Kapli, who allegedly killed his spouse at the Murray Barracks single quarter complex early this year, has been granted time to file his submission in the next two weeks.
Kapli appeared before the Waigani Committal Court yesterday from custody where he was schedule to make his submission. However, his lawyer told the court that he had not prepared his client’s submission and will present it in the next two weeks, citing reasons of him being not in his “right state of mind to make the submission.”
Presiding Magistrate Paul Puri Nii, granted the verbal application and adjourned the matter to August 19, 2025, for submission.
Meanwhile, police have completed their case file and are ready to move forward with the case.
Kapli was charged with willful murder, deprivation of liberty, and sexual penetration of his partner, Lina Numbalihi, leading to her death."
Sonk maintains innocence,5/08/2025,https://tvwan.com.pg/news/5528,,Business,Anger,Nill,"Managing Director of Kumul Petroleum Holdings Limited (KPHL) Wapu Sonk has expressed concerns about the absence of a formal legal avenue for him to challenge the media allegations made against him.
Despite corruption allegations labelled against him by the Australian media, there are no formal complaints being laid with relevant government agencies like police to look into this matter.
“I have not been afforded a formal legal avenue to respond to or challenge the claims made against me. This absence of due process is deeply concerning.”
Labelling the allegations as a smear campaign by the Australian media, aimed at destroying his reputation at the Kumul Petroleum Holdings Limited, he urged the public not to make judgement on hearsay.
“We must resist media sensationalism and remain steadfast in upholding due process, institutional respect, and national respect. The international and domestic communities alike must see that PNG is a nation governed by law – not by media narratives.”
In the meantime, Sonk said he is still the Managing Director of the KPHL and will carry out his entrusted role at the organization.
“I will continue my operational mandate to execute KPHL’s corporate strategy as approves by the Board and National Executive Council (NEC) through annual operating plans, unless this is changes through competent process.”
Sonk is actively carrying out its responsibility as the Managing Director of the Kumul Petroleum Holdings Limited and is also working to clear his name from the allegations labeled against him.
Meantime, Sonk said he is ready to prove his innocence in court.
“To date, no concrete evidence has been produced nor any charges laid with respect to the claims,"" Sonk said.
""There are signed sub-contracts or officially sanctioned correspondence to support the allegations.”"
Officials trained ahead of counting,4/08/2025,https://tvwan.com.pg/news/5512,,Politics,Trust,Nill,"The Usino-Bundi by-election officials have undergone a one-day training facilitated by the Provincial Electoral Office ahead of counting this week.
The training is a refresher to ensure they are well informed to monitor counting officials during the actual counting scheduled to commence on Tuesday, 05th August.
The officials comprise the Returning Officer Terence Baiyo and the Assistant Returning Officers (AROs) of each Local Level Government.
Trainer Richard Kaiban, the Assistant Election Manager for East Sepik, emphasized the new approach of the count model of decentralized counting at a centralized count centre that they will be taking to ensure counting is effectively and efficiently coordinated for an improved outcome.
The training took the participants through the LPV voting system and the technical details of the counting processes, such as the:
•	Exclusion/Elimination
•	Formal and Informal ballot paper identifications
•	Exhausted ballot papers
•	Calculating the absolute majority
•	Allowed personnel within the counting venue
•	Quality checks and procedures
•	Appropriate forms utilized for counting and Quality checks
•	Filling forms correctly
Provincial Election Manager, Szponsa Navi said it is vital for the AROs to attend this training so as to gain the knowledge needed to train count officials for the LLG elections coming in September.
The nine participants were also given examples of counting scenarios and put into perspective situations that may arise as counting progresses. Scenarios that included Crisis Management protocols and the chain of command and channel of communication needed to follow if an error is encountered.
The Returning Officer for the Usino-Bundi by-election, Terence Baiyo, emphasized due diligence for the counting so that the Usino-Bundi people genuinely accept their newly appointed leader for the next several months until the next National General Elections in 2027.
In conclusion, Mr Kaiban reiterated the importance of counting and the documentation for an acceptable count and declaration in line with the Organic Law on National & LLG Election.
The new counting strategy is said to be cost-effective by limiting counting days from almost two weeks to a week or even a few days. The counting process will begin with separate LLG counts, quality checks, and later merging of data for elimination, and eventually a declaration."
ABG embraces forestry autonomy,4/08/2025,https://tvwan.com.pg/news/5511,,Politics,Trust,Nill,"The Autonomous Bougainville Government (ABG) is now prepared to make greater progress in forestry management and economic empowerment for its people, after signing a Memorandum of Agreement (MoA) with the PNG Forest Authority (PNGFA).
The signing took place in Port Moresby between PNGFA Managing Director John Mosoro and ABG Chief Secretary Kearnneth Nanei and was witnessed by senior officials from both parties on Friday, August 1, 2025.
Speaking after the signing, PNGFA Managing Director John Mosoro said the agreement in principle allows for a ""structured and meaningful step forward toward empowering Bougainville to sustainably manage its forest resources.
“Today's signing of the Memorandum of Agreement between PNGFA and ABG represents a significant step forward in supporting Bougainville's autonomy aspirations. It outlines a structured and practical approach to transferring selected forestry powers and responsibilities, under the Forestry Act 1991 (as amended), to the ABG from 2025 to 2030.
He said this initiative reflected a broader trend across government, where national departments and agencies have entered similar agreements with the ABG to gradually transfer functions.
“These partnerships have provided useful lessons and a national pathway to manage transition responsibly while maintaining national and sectoral integrity,” he said.
Mr Mosoro added that the MOA preserves national oversight while honouring Bougainville's autonomy.
“It sets up a formal platform for structured cooperation, enabling PNGFA to continue offering technical assistance, policy advice, and institutional support as Bougainville builds its internal capacity,” he explained.
The Chief Secretary of the Autonomous Bougainville Government (ABG), Kearneth Nanei, described the signing as “historic and significant,” marking a formal commitment to the transfer of key powers and functions to Bougainville under the ongoing autonomy arrangements.
Mr Nanei commended Mr Mosoro and his executive team for their leadership and support in progressing the transfer of forestry-related responsibilities to the region.
“We thank you for making your time available to meet with us,” Nanei said.
“On behalf of the President, the Autonomous Bougainville Government, and the people of Bougainville, we are grateful for this momentous occasion.”
The meeting marked a pivotal moment in the broader transfer of powers under the constitutional framework of Papua New Guinea, specifically the implementation of Schedules 1 and 2 of the Memorandum of Understanding between the national government and the ABG.
Nanei emphasized technical capacity, institutional arrangements, structured cooperation, and ongoing collaboration as the foundation of the successful implementation of Bougainville’s forestry powers.
“This partnership represents the first time a national agency has agreed to relinquish some of its powers to a sub-national government. It is not just symbolic—it empowers Bougainville to sustainably manage its forestry resources,” he said.
Reflecting on Bougainville’s past, Nanei noted hard-learned lessons from past resource extraction ventures and called for a more responsible and inclusive model of development going forward.
“We had a very bad experience in terms of resource development, and in terms of mining, in terms of the forestry sector, the experience that we've gone through has taught us a lot in terms of how resources are extracted and benefits are received,” he explained.
“The experience that we have gone through has taught the national government and the independent state of Papua New Guinea, and the rest of us lessons that we have to be delicate in dealing with resource owners, land owners, and other people in the community.
“So, with those lessons learned, we take this transfer of forestry powers and functions that's very significant and historic. So, this is a historic occasion, and we are privileged and honoured to be with you and your very senior management team witnessing this occasion.”
He reaffirmed ABG’s commitment to agreeing and called on the PNGFA to help Bougainville develop the necessary human resources and institutional frameworks to manage its forestry sector.
“This joint partnership, cooperation that we are building together, will be the part in terms of empowering Bougainvilleans, the ABG, to build up their capacity in terms of manpower, but also the regulatory institution that is going to be required to effectively manage and administer the forestry powers and functions in the autonomous region of Bougainville,” added Mr Nanei.”"
Kido village a new game changer to PNG,4/08/2025,https://tvwan.com.pg/news/5513,,Business,Anticipation,James Marape,"The villagers of Kido village, Hiri Koiari District, will now see development in their area after a decade of dialogues involving developers, landowner groups, the government, and state agencies.
The Pacific Lime and Cement project was launched on Friday, August 1, at Kido village by Prime Minister James Marape.
This launch, known as the country’s first downstream lime-manufacturing hub, is capable of producing quicklime, clinker, and ultimately cement from quarry to port. This could potentially establish a new export industry as well.
Kido Landowner Association Chairman said, “For us, the landowners, it represents opportunity, partnership and the beginning of lasting change for our community.
“We are committing to protect the community’s legacy, ensuring that the benefits of the project uplift the children, provide education, healthcare, roads and livelihoods while respecting the village’s environment and traditions.”
PLC Managing Director, Paul Mulder emphasized that this project is a generational change for the people of Kido and Lealea villages, Hiri-Koiari District, Central Province, and the country.
“This is 400million tonnes plus of materials that are here to build the country, to prioritize building the country first before we export abroad.
“I’m so privileged that we will see bricks, pavers, casting, bridge pipes, beams, everything that could be made in here for the future of the country.”
This launch is known as the country’s first downstream lime-manufacturing hub, capable of producing quicklime, clinker, and ultimately cement from quarry to port. This could potentially establish a new export industry as well.
Prime Minister Marape stated, “When not many people had faith in this place, you (PCL) walked this place, looked at the village and felt it was worth investing when many overlooked it. Whilst others have gone around looking for other minerals like gold and copper, you’ve picked up something that is closest to my heart, and that is lime to replace the import of cement. Cement that will lower the cost of construction in PNG.”
Mayur Industrials, also known as PCL, to handed over landowner assistance funds to Kido Holdings Ltd.
PLC confirmed that there will be a road construction linking Kido to Lealea village, connecting the project to the existing LNG plant infrastructure."
Public servants urged to deliver better outcomes,4/08/2025,https://tvwan.com.pg/news/5515,,Government,Anticipation,"James Marape, Joe Sungi","Prime Minister James Marape has challenged Papua New Guinea’s public servants to deliver better outcomes and justify the nation’s K5 billion annual wage bill.
Speaking at the recent Parliament session during the tabling of the 2023–2024 Public Service Report by Minister Joe Sungi, Prime Minister Marape revealed that less than 1.5 per cent of the country’s population consumes nearly a quarter of the national budget through salaries and entitlements.
“Our public service payroll costs K240 million every fortnight. That’s over K5 billion a year going to just under 200,000 people out of a population of over 11 million,” Marape said.
While acknowledging the efforts of committed public servants, especially in remote areas, the Prime Minister stressed the urgency for performance-based reforms.
He said long-standing issues such as overdue retirements and unpaid superannuation are being addressed, with K211 million paid to retirees and over K200 million in outstanding superannuation contributions settled.
Marape also announced the rollout of a digital, merit-based recruitment system to ensure fair and transparent hiring.
“As we celebrate 50 years of independence, the public service must become the frontline driver of national development,” he said."
Oceanic Construction calls on politicians not to speculate,4/08/2025,https://tvwan.com.pg/news/5516,,Business,Anger,"Billy Joseph, Raphael Tonpi, Solan Mirisim, William Powi","Local construction company, Oceanic Construction Ltd has slammed calls made in Parliament last week regarding incomplete roadworks of the Mendi-Nipa road, which they are responsible for.
During Parliament session on Thursday, July 31 - Minister for Works and Highways, Solan Mirisim put local contractor, Oceanic Construction Ltd, on notice for failing to meet the expected outcomes. Minister Mirisim made the call after concerns were raised by Provincial Member for Southern Highlands William Powi in Parliament.
Oceanic Construction Ltd was engaged for rehabilitation of the Mendi to Nipa section of the road in Southern Highlands Province. Mirisim clarified that K119 million was paid to the contractor when the agreement was signed in 2021. He claimed that the contractor has completed only 36 percent of the road work.
In clarifying remarks made in Parliament, Oceanic Construction Ltd managing director and owner, Sape Molumi has called on Minister Mirisim to rectify his statement on the funds allocated for the road maintenance.
Molumi said the delayed roadwork was due to funding delay from the government.
Table showing expense of the funds
“I am a vulnerable local contractor who has no voice in Parliament and suffer the consequences. Following the question in Parliament, a meeting comprising of Minister Mirisim, Provincial Member Powi, Minister for Defence and Member for Nipa Kutubu, Dr Billy Joseph, Member for Mendi and Vice Minister for Public Enterprise, Raphael Tonpi and Secretary for Works and Highway was convened.
“I accepted the concern by the leaders and expressed my dissatisfaction that the information and response given by Minister was incorrect,” said Molumi.
He claimed that no K34 million payment as advance was received.
“The first payment for mobilization, survey design, establishment and preliminary works was K7,939,600.79 received on December 24, 2021 and second payment of K9,090,910.00 on April 27, 2022 and progressive payment follow till December22, 2024 totaling K74,494,915.80.
“For 2025 no payments received and our claim 17, 18, and 19 still outstanding and at the Department of Works for payment totaling over K8 million,” he stated.
Molumi said the project delay is a result of non-timely payment to support the contractor to progress the project. He said apart from funding delays, there were other site issues affecting the progress of the project.
“I request the Minister to rectify the misleading information. The project is ongoing and as soon as we receive payment for this year after seven months of waiting, we will resume work.
“We are a local construction company and committed to be partners in development regardless of hidden agendas,” Mr Molumi said."
Exercise Talisman Sabre 2025 concludes,4/08/2025,https://tvwan.com.pg/news/5517,,Military,Trust,Nill,"The 11th iteration of Exercise Talisman Sabre officially concludes in Lae, Papua New Guinea, today, August 4, following three weeks of intensive training and high-end warfighting scenarios across Australia, and complex training exercises in Papua New Guinea.
More than 40,000 military personnel from 19 participating nations and two observer nations, completed the Talisman Sabre exercise, the largest bilateral combined training activity conducted between the Australian Defense Force, and the United States Armed Forces.
It reflects the strength of the enduring Alliance and commitment by the Australian Defense Force to working with regional partners.
Defence Personnel from Papua New Guinea, Australia, and the United States came together to conduct a Joint Personnel Recovery activity across several training locations between Lae and Wewak.
It is the first time for an Exercise Talisman Sabre component has been held outside Australia, this activity is a powerful demonstration of the Papua New Guinea Defence Force’s capabilities, and Australia and the United States’ growing interoperability with Pacific partners.
Chief of PNG Defence Force, Rear Admiral Philip Polewara said, PNG has been proud to host a component of Exercise Talisman Sabre in our 50th year of Independence. It is an opportunity to demonstrate the strength of PNG defence partnership with Australia and the United States, and the skills and capabilities of the PNGDF.
On the same token, Admiral David Johnston AC RAN, Chief of Australian Defence Force said the Exercise Talisman Sabre reflects a shared commitment to enduring relationships between trusted allies and partners, and a peaceful, stable and sovereign Indo-Pacific.
Their counterpart, Admiral Samuel J. Paparo, Commander of US Indo-Pacific Command said, over the course of this year’s exercise, they’ve achieved remarkable milestones—refining joint operational capabilities, integrating cutting-edge technologies, and enhancing their ability to conduct complex land, air, amphibious, and maritime operations seamlessly.
“This year’s iteration has shown how Australia can integrate closely with international partners and positively impact how to respond to a rapidly evolving strategic environment,” Admiral Samuel added."
Grade 12 students to sit for Written Expression Exam on August 4,3/08/2025,https://tvwan.com.pg/news/5498,,Education,Anticipation,Nill,"A total of 38,716 Grade 12 students nationwide will take their Written Expression National Exam on Monday, August 4, 2025.
Preparations are underway for students from 238 secondary schools, including six National Schools of Excellence (NSoEs) throughout the country.
Secretary for Education Dr. Uke Kombra confirmed that all exam booklets have been delivered to schools across the provinces and distributed to students on Monday, July 28.
“The Grade 12 Written Expression Exam (WEX) marks the first national exam for Grade 12 students this year. The Written Expression Exam is as important as any other upper secondary certificate exam to be held in October later this year,” Dr. Kombra said.
To ensure the integrity and fairness of the exam, the Department has put in place strict security measures for handling and distributing the exam papers.
“Exams must reflect the students’ true efforts. We encourage all students to do their best and show what they have learned.
Teachers and schools must uphold the integrity of the exams,” Dr. Kombra said.
The marking of the exam will take place from August 17 to 23 in Port Moresby.
Dr. Kombra also warned all schools against any malpractices relating to the national examinations.
“Students and schools are being warned of serious consequences, which include non-certification for students, termination from teaching for teachers, and banning of schools for a minimum period of three years.
“We have eliminated cheating in examinations. Hence, results are now based on hard work and offer better education benchmarks. I wish all the Grade 12 students the best of luck in their first national examination for 2025,” Dr. Kombra said."
Strengthen public health through points of entry,3/08/2025,https://tvwan.com.pg/news/5499,,Health,Trust,Nill,"The International Organization for Migration (IOM), in partnership with the Government of Japan and the Pacific Immigration Development Community (PIDC), concluded a series of training aimed at strengthening public health management capacities at points of entry (PoEs) across Papua New Guinea.
The training sessions were delivered under the framework of the Infectious Diseases Border Governance (IBG) Project, officially titled “Strengthening the Capacity of Border Control for Responding to Infectious Diseases in Pacific Island Countries.”
Launched in 2022, the IBG Project supports the socio-economic recovery of the Pacific region by enabling the safe and efficient resumption of border operations through enhanced preparedness and response to infectious diseases.
In this context, IOM conducted a nationwide training on “Public Health Management at Points of Entry” targeting border officials from ports, airports, and ground crossings.
Between 7 June and 18 July 2025, seven two-day training sessions were organized in Lae, Port Moresby, Daru, Vanimo, Kieta, Rabaul, and Madang. A total of 84 border officials participated in the training, representing key institutions including the Immigration and Citizenship Service Authority, National Department of Health, PNG Customs Service, National Agriculture Quarantine and Inspection Authority, PNG Ports Corporation Limited, National Airports Corporation, and the Papua New Guinea Defence Force.
The sessions, facilitated by Dr. Yahya Alamese, covered essential topics such as the International Health Regulations (IHR 2005), IOM’s Health, Border and Mobility Management framework, infection prevention and control (IPC), case management, and the development of public health emergency plans.
The training utilized methods such as group work, practical exercises, video presentations, and technical discussions to encourage hands-on learning and engagement.
Participants provided highly positive feedback, noting increased awareness, knowledge, and confidence in applying public health protocols at points of entry. Many expressed interests in more frequent and practical training, emphasizing the need for standard operating procedures, improved inter-agency communication, and the availability of personal protective equipment.
The sessions also fostered stronger coordination among national institutions, which is essential for effective cross-border health security.
Dr. Alamese commended the active participation of trainees and acknowledged the valuable insights they contributed throughout the sessions. He noted a significant improvement in participants’ understanding of public health requirements at PoEs, and encouraged the adoption of a “train-the-trainer” model to sustain capacity-building efforts over the long term.
This training is an essential step toward enhancing Papua New Guinea’s implementation of the International Health Regulations and boosting the country’s preparedness and response capacity at border points.
It reinforces IOM’s commitment to supporting national authorities in safeguarding public health and ensuring the resilience of border operations in the face of health emergencies."
